id,cuisine
5556,filipino
5558,vietnamese
5560,indian
38332,spanish
38333,chinese
38337,indian
5570,jamaican
38339,korean
5582,indian
38356,indian
5591,moroccan
5592,spanish
5594,irish
5596,moroccan
38366,indian
38368,korean
38369,irish
38373,indian
38377,indian
5612,indian
38381,moroccan
38382,chinese
38383,irish
38385,indian
38392,indian
38395,moroccan
5628,korean
5630,indian
38408,irish
5643,indian
5645,indian
38417,filipino
5651,irish
5652,irish
5657,indian
5660,filipino
38430,indian
5664,filipino
5668,indian
5669,moroccan
5670,moroccan
5676,mexican
5686,mexican
5692,filipino
38464,greek
38469,indian
5702,korean
5706,indian
5707,vietnamese
38476,indian
5710,british
38481,mexican
5717,filipino
5720,indian
5721,greek
5722,moroccan
5723,filipino
5730,vietnamese
5734,russian
5736,indian
5741,mexican
38513,irish
38514,vietnamese
38516,korean
5749,irish
5751,vietnamese
38523,filipino
38526,filipino
38527,indian
38528,moroccan
11103,indian
38534,filipino
38536,indian
38537,thai
5770,korean
38540,vietnamese
38541,filipino
5774,mexican
38546,indian
5780,vietnamese
5783,indian
5784,indian
38553,moroccan
38555,indian
5791,indian
5794,indian
5799,moroccan
38568,irish
38569,indian
5804,cajun_creole
5805,filipino
38574,indian
38576,moroccan
38577,british
38578,filipino
5813,indian
5818,korean
5820,indian
5825,filipino
38594,filipino
38598,indian
38604,mexican
38608,indian
38609,chinese
38610,indian
5843,filipino
5844,irish
5846,moroccan
38620,filipino
38621,filipino
38625,british
5859,greek
5861,cajun_creole
5868,moroccan
33747,filipino
38646,vietnamese
38650,moroccan
5885,korean
5886,indian
5891,indian
5892,greek
38662,filipino
38670,indian
38673,korean
5908,irish
38682,vietnamese
38683,korean
5920,filipino
5922,korean
5923,indian
5928,vietnamese
5929,indian
38699,korean
5933,filipino
38704,moroccan
5938,indian
38708,vietnamese
5941,moroccan
38710,filipino
38716,korean
5951,greek
5952,jamaican
5957,indian
38731,moroccan
38735,korean
38736,filipino
5970,filipino
5975,filipino
5987,vietnamese
38756,indian
5995,indian
38764,indian
5998,filipino
38769,vietnamese
6003,indian
38773,filipino
6009,russian
38781,korean
38782,filipino
6018,chinese
6024,moroccan
6026,indian
38795,vietnamese
38796,filipino
6030,indian
6034,filipino
6036,irish
38805,moroccan
6039,filipino
6042,indian
6047,filipino
38816,filipino
6049,spanish
38821,spanish
6058,irish
38829,indian
34027,vietnamese
38840,mexican
6073,indian
38843,indian
6076,italian
6077,moroccan
38849,vietnamese
6084,indian
6087,vietnamese
33783,moroccan
6092,southern_us
6093,korean
38862,irish
38865,mexican
38869,vietnamese
6104,indian
38874,mexican
39247,indian
6108,filipino
6109,korean
38879,filipino
6112,thai
6113,indian
38885,moroccan
38887,korean
6120,indian
38889,moroccan
38891,filipino
38894,vietnamese
6127,indian
1295,vietnamese
11944,korean
38900,indian
38901,indian
6136,indian
38905,mexican
38907,spanish
6148,filipino
6149,indian
1025,filipino
38920,indian
38921,korean
38926,moroccan
38927,korean
6160,filipino
38931,irish
7843,irish
38935,indian
38937,indian
6174,irish
17413,spanish
6176,irish
38945,indian
38946,moroccan
38950,indian
38952,moroccan
38953,indian
38963,filipino
38965,irish
38972,irish
38977,korean
6212,indian
6213,moroccan
38983,indian
6217,moroccan
6221,filipino
38992,indian
38993,moroccan
6235,indian
39005,korean
6240,moroccan
33808,vietnamese
6243,irish
39013,british
6246,korean
39016,indian
39018,indian
39019,filipino
39021,moroccan
6254,filipino
6260,filipino
39029,indian
39036,korean
6270,korean
1045,indian
39040,indian
6275,moroccan
6278,korean
39047,chinese
6288,indian
39058,moroccan
6293,indian
6294,indian
39063,korean
39064,vietnamese
39066,greek
11973,vietnamese
6512,indian
39075,moroccan
39082,indian
39085,indian
39093,filipino
6326,italian
6327,moroccan
39096,indian
39098,filipino
6332,vietnamese
39109,filipino
6344,indian
6346,greek
6347,korean
6352,vietnamese
39121,spanish
6355,indian
6359,korean
39134,indian
1061,vietnamese
6369,vietnamese
39139,brazilian
6372,spanish
6376,mexican
39146,indian
6381,filipino
6386,filipino
6387,indian
6390,filipino
6391,filipino
39161,indian
6394,korean
6397,filipino
39167,moroccan
6404,filipino
39174,indian
39180,indian
6413,filipino
6416,spanish
6417,mexican
6418,indian
6419,filipino
39191,indian
6424,filipino
6426,cajun_creole
39196,moroccan
39197,indian
6438,indian
6441,indian
6443,indian
6446,moroccan
6451,indian
6453,filipino
6457,indian
6467,vietnamese
39237,moroccan
6472,indian
6477,indian
6479,indian
39251,indian
6484,british
6486,filipino
6489,indian
39262,korean
6499,indian
6500,korean
6501,indian
6502,irish
6504,filipino
6506,indian
39276,indian
39277,irish
39280,irish
6514,thai
6520,indian
39290,spanish
39291,indian
39295,vietnamese
39297,filipino
39299,chinese
6536,greek
39305,moroccan
6543,indian
39312,filipino
6545,korean
39317,vietnamese
39320,indian
6559,korean
6561,indian
6562,filipino
39333,filipino
39337,filipino
6570,indian
6571,filipino
6573,moroccan
6574,korean
6576,chinese
39345,indian
6583,mexican
6585,british
6586,filipino
39355,korean
6588,moroccan
39357,filipino
6590,korean
6591,indian
6593,vietnamese
39362,indian
39363,indian
39367,filipino
6600,indian
39372,filipino
33869,indian
6610,indian
39380,filipino
6618,indian
39387,vietnamese
39388,korean
6623,indian
6626,indian
39397,indian
39400,indian
6633,moroccan
39402,filipino
39403,indian
39408,irish
39412,irish
6646,cajun_creole
6648,moroccan
6650,indian
39419,vietnamese
39421,filipino
6660,indian
6662,filipino
39431,irish
39434,korean
6669,filipino
39439,filipino
6675,vietnamese
39445,spanish
6678,filipino
39447,filipino
6680,indian
39452,indian
6685,indian
39456,korean
6689,indian
39463,filipino
39464,filipino
6700,brazilian
39472,irish
39473,indian
39474,moroccan
6770,indian
6710,moroccan
33887,mexican
39487,filipino
39490,filipino
6723,indian
6727,indian
6731,korean
6735,moroccan
39506,italian
6750,filipino
39519,moroccan
6752,korean
39525,moroccan
39533,indian
39537,moroccan
39538,italian
6781,indian
6785,indian
39556,brazilian
39557,filipino
6791,korean
6792,cajun_creole
39565,irish
39567,filipino
39570,indian
6804,indian
39573,greek
39574,filipino
44825,moroccan
39576,mexican
39577,filipino
6810,korean
39579,indian
39582,british
39583,indian
43872,indian
39588,indian
39591,british
39594,filipino
39599,spanish
39604,moroccan
6843,indian
39613,filipino
6846,indian
6847,indian
6849,indian
6851,vietnamese
6855,vietnamese
6856,british
39629,korean
6871,indian
6873,irish
6876,moroccan
6880,indian
39649,indian
39652,filipino
39653,vietnamese
6888,mexican
6889,moroccan
6895,indian
39666,spanish
6901,vietnamese
39670,indian
39671,filipino
39679,indian
6912,vietnamese
6913,indian
6915,indian
39689,korean
39690,spanish
6924,mexican
39694,filipino
6928,spanish
39698,moroccan
39699,indian
6936,thai
44847,korean
39708,korean
6942,indian
6947,moroccan
6948,indian
33926,indian
39720,indian
39723,indian
39726,filipino
6960,vietnamese
39736,vietnamese
6976,irish
39745,indian
39747,indian
6980,indian
6981,vietnamese
6984,indian
39755,korean
39758,indian
6995,brazilian
39766,korean
7000,indian
7003,thai
7007,korean
7010,indian
39779,korean
7013,british
39782,vietnamese
1169,filipino
39787,moroccan
39788,russian
7025,moroccan
7028,korean
7030,filipino
7031,indian
7034,filipino
1173,vietnamese
7046,indian
7048,indian
7049,moroccan
7050,indian
39819,indian
39820,vietnamese
39821,filipino
39823,spanish
39829,indian
7062,filipino
39833,spanish
39835,indian
39836,filipino
39841,russian
39843,spanish
7078,chinese
23025,indian
39849,filipino
7084,moroccan
39855,vietnamese
39857,moroccan
39858,chinese
39859,indian
7092,irish
39864,vietnamese
39865,greek
7098,indian
7099,korean
7100,filipino
7108,filipino
39883,indian
7118,italian
7124,vietnamese
7125,irish
39895,indian
39897,filipino
7138,indian
6651,thai
7140,indian
7141,vietnamese
7148,vietnamese
39918,indian
7151,spanish
7153,indian
7159,filipino
39931,korean
39937,british
7173,indian
39944,greek
39947,indian
7182,mexican
39951,filipino
7184,british
39956,indian
7190,moroccan
39960,filipino
39964,filipino
39965,indian
23045,vietnamese
7201,korean
7205,spanish
39974,british
7207,filipino
39978,moroccan
7211,indian
39983,indian
7216,korean
39986,cajun_creole
33971,indian
39988,vietnamese
7223,chinese
7224,japanese
7226,filipino
40004,russian
7237,indian
7239,moroccan
40009,mexican
7244,russian
7246,cajun_creole
39437,filipino
7249,indian
40018,korean
7252,filipino
7256,vietnamese
40028,indian
7264,irish
7265,spanish
40034,moroccan
7268,filipino
40039,korean
40041,indian
7274,moroccan
40043,indian
7278,spanish
40052,korean
40053,indian
7286,indian
38432,indian
7296,moroccan
1217,filipino
40072,filipino
12140,moroccan
40075,moroccan
40076,indian
7311,filipino
40080,filipino
7314,korean
7315,indian
7316,indian
40086,irish
40090,filipino
7324,russian
40093,indian
40095,filipino
7328,moroccan
7329,brazilian
7330,filipino
40100,spanish
40101,filipino
40103,cajun_creole
7338,mexican
7340,irish
7343,indian
33992,indian
7347,indian
7349,indian
40119,moroccan
12148,korean
40122,filipino
7359,filipino
7360,indian
40129,filipino
40130,vietnamese
40131,filipino
7364,filipino
7365,korean
7368,moroccan
7370,moroccan
40139,filipino
7373,indian
40142,vietnamese
40160,filipino
40161,mexican
7396,indian
40168,korean
7402,spanish
40178,british
7415,indian
40190,filipino
40192,filipino
7426,chinese
7427,korean
7442,moroccan
40211,moroccan
7444,filipino
7445,korean
40215,filipino
35164,moroccan
7452,indian
7457,vietnamese
40227,cajun_creole
40229,filipino
40233,vietnamese
40237,filipino
40240,filipino
40242,indian
40246,filipino
40247,irish
40249,indian
7482,spanish
7485,irish
40255,filipino
7493,chinese
40265,filipino
40268,vietnamese
40269,moroccan
7502,indian
7503,filipino
7505,spanish
7510,indian
7513,indian
40285,brazilian
7519,moroccan
7524,indian
40297,korean
12178,british
40303,indian
7537,filipino
40308,filipino
7541,korean
40317,vietnamese
40323,filipino
7556,irish
40329,korean
40333,filipino
40336,irish
40340,indian
7574,filipino
7576,filipino
40345,irish
40347,indian
40348,irish
40350,moroccan
40352,indian
40353,filipino
7589,filipino
40358,filipino
7592,russian
7595,korean
7608,irish
7614,filipino
7617,moroccan
7619,vietnamese
7622,indian
7626,moroccan
40395,vietnamese
40396,filipino
40399,spanish
7632,indian
40404,indian
40406,filipino
40408,spanish
7641,moroccan
40411,korean
40422,indian
7656,moroccan
40432,indian
40433,filipino
40437,vietnamese
40440,irish
40442,indian
40444,filipino
7679,indian
40450,moroccan
7685,filipino
40454,korean
40458,filipino
40459,vietnamese
8985,indian
7694,indian
40467,indian
7700,irish
7701,chinese
40470,filipino
40471,russian
7704,moroccan
40473,indian
40474,italian
7708,italian
7712,indian
40483,irish
40489,korean
40492,moroccan
40495,indian
40496,moroccan
7742,korean
40511,korean
7747,irish
40518,british
40521,filipino
40522,indian
7758,korean
7761,vietnamese
40539,filipino
40542,korean
40547,british
40548,indian
40550,mexican
7784,indian
7785,greek
40554,vietnamese
7788,vietnamese
40560,filipino
7794,filipino
7796,irish
7798,indian
7800,mexican
7801,italian
7802,indian
34069,irish
7815,filipino
7818,mexican
40597,indian
40599,indian
7837,thai
40606,indian
7839,filipino
7841,filipino
1307,irish
7844,filipino
7850,moroccan
40620,filipino
7853,british
40625,vietnamese
40628,filipino
7861,indian
40630,filipino
45001,indian
7866,italian
7867,indian
12234,indian
7872,indian
40642,spanish
40644,korean
7877,indian
40648,irish
40650,vietnamese
40652,indian
7887,moroccan
7889,korean
40661,vietnamese
40663,irish
40670,chinese
40672,chinese
40680,moroccan
40681,mexican
40683,indian
40684,indian
7917,filipino
40689,indian
7925,greek
7928,irish
7929,filipino
7931,indian
34090,spanish
7934,moroccan
7935,moroccan
7936,moroccan
7938,irish
1324,indian
7946,spanish
40715,moroccan
7949,moroccan
40719,vietnamese
7952,brazilian
40723,moroccan
40730,indian
40731,indian
7965,indian
40737,moroccan
7977,indian
39560,vietnamese
40754,spanish
7989,moroccan
7991,filipino
7993,indian
7994,indian
8003,filipino
8005,irish
8006,indian
40777,moroccan
8010,indian
8011,indian
40781,indian
8014,indian
40786,indian
40788,korean
8023,korean
40792,british
40795,korean
8030,filipino
8034,indian
40806,vietnamese
6802,filipino
8046,british
40815,indian
40816,moroccan
8053,chinese
40826,korean
8059,filipino
40828,moroccan
48278,greek
8063,indian
40835,indian
6806,filipino
40841,indian
8077,indian
40846,filipino
40847,filipino
8081,filipino
40850,russian
8084,italian
40853,indian
40854,moroccan
40855,italian
8088,filipino
40858,cajun_creole
39578,jamaican
8096,greek
12272,indian
8098,japanese
6811,irish
40868,irish
8105,irish
40878,cajun_creole
8119,moroccan
8120,filipino
8123,indian
8128,korean
8131,indian
40901,mexican
8134,indian
40910,french
8147,korean
8150,cajun_creole
40920,indian
40922,vietnamese
8157,korean
45051,indian
8164,indian
40933,british
40936,irish
8170,greek
40945,irish
8178,filipino
40951,indian
8192,indian
40961,indian
40971,indian
8204,korean
8205,spanish
8207,indian
40982,italian
40983,cajun_creole
40984,korean
8218,irish
40992,indian
8225,british
8227,korean
40996,moroccan
8230,filipino
8231,italian
8235,british
8236,irish
41009,indian
41012,filipino
41013,moroccan
41014,filipino
41015,indian
41018,vietnamese
41020,moroccan
36282,indian
34145,cajun_creole
8266,mexican
8267,indian
41036,british
41038,vietnamese
8272,british
8275,indian
41045,indian
8281,irish
8285,irish
39611,indian
8292,moroccan
41067,mexican
8300,filipino
41070,thai
6845,vietnamese
41072,british
8305,vietnamese
41074,indian
39614,indian
8310,filipino
8311,moroccan
8318,indian
41087,mexican
41091,spanish
8328,russian
12311,irish
8336,moroccan
8337,vietnamese
8338,filipino
8341,filipino
8344,filipino
8345,irish
8350,vietnamese
8351,indian
8352,british
8356,indian
8362,jamaican
41136,mexican
41138,vietnamese
41140,moroccan
8376,irish
41148,indian
8383,british
8394,filipino
8395,filipino
41165,filipino
41168,irish
34168,indian
8403,korean
41172,indian
8408,indian
41177,filipino
8410,korean
41180,indian
8413,moroccan
8415,indian
8416,moroccan
8420,indian
8423,british
41194,moroccan
8427,moroccan
41200,british
41203,spanish
8436,moroccan
8438,filipino
41207,vietnamese
8440,indian
8444,korean
33015,indian
8448,korean
41217,korean
41220,vietnamese
41226,filipino
41230,greek
41232,indian
41233,moroccan
41236,mexican
41237,mexican
8471,indian
8472,indian
41245,korean
41246,vietnamese
41253,moroccan
8493,filipino
41264,indian
8497,korean
41269,indian
41270,moroccan
41274,korean
41278,filipino
8517,indian
8520,indian
41289,indian
8523,moroccan
41292,greek
8527,korean
12345,indian
8538,indian
34191,filipino
41308,spanish
41309,indian
8543,indian
8552,greek
8553,moroccan
41323,indian
41325,vietnamese
8559,indian
41329,filipino
1427,vietnamese
8566,indian
40657,moroccan
41339,vietnamese
8581,indian
8585,vietnamese
41356,irish
8591,mexican
41361,filipino
8596,filipino
8599,british
8609,korean
8610,filipino
41379,russian
8617,irish
8618,moroccan
8619,indian
41392,korean
45128,vietnamese
41395,filipino
8629,indian
41400,irish
41405,indian
41406,indian
41409,irish
41412,irish
41422,indian
41425,indian
8658,filipino
8659,filipino
8662,filipino
8666,greek
8668,irish
12368,indian
8676,cajun_creole
8680,indian
8681,filipino
41456,spanish
41457,moroccan
12371,indian
41460,filipino
8693,filipino
8695,filipino
8702,indian
8704,indian
41477,moroccan
8710,filipino
41481,moroccan
41484,indian
45144,filipino
8731,spanish
41501,irish
8734,irish
8738,filipino
41509,indian
41515,vietnamese
8749,brazilian
8751,indian
8754,indian
41525,spanish
41527,indian
41537,indian
8772,indian
41550,filipino
41554,indian
8787,indian
41557,moroccan
41559,indian
41562,british
41563,irish
8796,indian
1466,korean
8799,british
8806,filipino
41576,filipino
41580,moroccan
8816,moroccan
41589,mexican
41592,indian
41593,spanish
8826,irish
8828,moroccan
35411,moroccan
41598,moroccan
41599,cajun_creole
8836,british
8838,vietnamese
8839,italian
8842,moroccan
8844,filipino
8845,moroccan
8846,moroccan
34243,british
8853,moroccan
41622,korean
8855,indian
41625,mexican
41629,filipino
41630,cajun_creole
41631,vietnamese
23323,filipino
8869,moroccan
41639,indian
41640,indian
8873,irish
8874,mexican
8876,moroccan
8878,moroccan
8879,indian
39710,indian
8888,moroccan
41659,vietnamese
8893,filipino
41662,indian
41665,irish
41667,spanish
8903,filipino
1484,filipino
41676,irish
8912,indian
39715,thai
8918,filipino
8919,filipino
41691,indian
8924,indian
41697,korean
41698,moroccan
41700,moroccan
41702,korean
8935,mexican
41705,indian
41707,indian
8944,indian
6952,irish
41715,vietnamese
41719,irish
8955,indian
8956,spanish
8961,indian
8963,indian
8965,moroccan
41735,indian
41741,korean
8978,indian
8979,moroccan
41748,filipino
41749,indian
41751,filipino
12420,mexican
8986,irish
8988,mexican
41762,spanish
8996,filipino
41765,indian
4206,moroccan
41767,chinese
9000,spanish
41769,moroccan
9005,korean
9006,greek
41775,moroccan
41776,moroccan
41779,filipino
9015,indian
41786,british
9019,filipino
41792,filipino
41793,cajun_creole
41794,indian
9028,vietnamese
9030,moroccan
9032,indian
9035,moroccan
41804,korean
41805,filipino
41807,british
41811,filipino
9045,filipino
9051,filipino
9057,filipino
41826,indian
9062,indian
41831,filipino
41834,indian
9071,thai
41841,filipino
9075,cajun_creole
41845,moroccan
9084,filipino
9085,indian
9086,indian
41859,irish
41864,spanish
41865,indian
9101,irish
12440,vietnamese
9110,moroccan
39748,filipino
9116,filipino
9117,indian
41887,spanish
9121,indian
41890,filipino
41891,mexican
41894,moroccan
9128,korean
41899,irish
41901,spanish
9134,indian
9136,moroccan
41905,irish
41906,cajun_creole
41907,indian
41910,indian
41911,irish
45215,indian
9149,indian
41918,vietnamese
41919,spanish
41923,indian
9156,irish
41930,thai
41932,indian
9166,moroccan
9169,filipino
41939,moroccan
9177,filipino
9178,jamaican
9182,moroccan
41952,filipino
9186,vietnamese
9188,indian
41966,spanish
9200,cajun_creole
9201,moroccan
41978,italian
9211,indian
9212,moroccan
41984,southern_us
41988,filipino
41992,vietnamese
9228,moroccan
9232,spanish
9236,indian
42005,irish
9245,filipino
9246,irish
42018,filipino
42025,filipino
9258,filipino
42028,moroccan
42029,filipino
42030,filipino
42032,indian
9266,indian
42035,korean
9268,irish
9274,filipino
39775,indian
9278,british
42047,moroccan
9280,indian
42052,indian
42059,indian
42060,moroccan
42062,korean
45240,mexican
42067,indian
9302,irish
9304,korean
42075,indian
42076,french
42078,indian
9314,moroccan
42088,filipino
42090,vietnamese
42091,spanish
9325,filipino
42099,vietnamese
42103,cajun_creole
9336,vietnamese
42107,vietnamese
42108,indian
9341,indian
42110,indian
9343,filipino
42113,greek
42114,filipino
9349,korean
9350,indian
9352,korean
42121,indian
42123,korean
42124,indian
9358,korean
42127,indian
9361,indian
42132,filipino
9365,spanish
9366,filipino
9367,indian
42137,indian
42148,indian
42153,vietnamese
42163,irish
42167,korean
42169,korean
42172,indian
9407,korean
9413,indian
9418,indian
42188,moroccan
9422,spanish
9423,indian
42194,irish
42196,filipino
9431,filipino
9434,indian
42204,vietnamese
42205,indian
9438,chinese
9448,indian
42219,filipino
9452,indian
9453,mexican
9455,british
9457,korean
9458,korean
42228,moroccan
42229,indian
9467,moroccan
42239,indian
42241,vietnamese
9476,spanish
42245,italian
9479,filipino
42251,jamaican
42253,filipino
42257,filipino
42259,vietnamese
9493,filipino
9498,filipino
9499,filipino
9500,filipino
42270,filipino
9506,moroccan
42275,russian
42279,indian
9512,moroccan
9513,filipino
42285,russian
42287,indian
39817,korean
42297,russian
42299,filipino
9532,british
9534,indian
42310,russian
42311,moroccan
9544,italian
42313,russian
9547,indian
9549,filipino
9550,moroccan
42319,spanish
9558,indian
9561,greek
42330,filipino
42332,indian
9565,indian
9567,moroccan
42336,indian
9570,indian
42339,indian
9573,indian
42343,vietnamese
9576,filipino
42347,filipino
42349,vietnamese
9583,indian
9584,korean
42354,filipino
42361,filipino
42364,indian
9598,jamaican
42367,korean
42370,indian
42371,korean
9604,moroccan
39830,vietnamese
9606,indian
9607,cajun_creole
9610,indian
9613,filipino
42384,british
42385,filipino
9619,indian
15596,british
9623,vietnamese
9624,mexican
9628,indian
42397,indian
9630,vietnamese
42399,indian
42405,indian
42406,indian
9641,indian
42412,vietnamese
42413,korean
42417,thai
42420,indian
42423,indian
9663,british
9667,spanish
42436,korean
42442,greek
42443,indian
42447,indian
9681,moroccan
9683,moroccan
42455,korean
42459,vietnamese
9698,british
9699,vietnamese
9701,british
42471,chinese
9704,filipino
9707,indian
42478,moroccan
9715,moroccan
9719,moroccan
9720,spanish
42491,british
9724,korean
42494,spanish
9731,moroccan
9735,indian
9738,spanish
9739,chinese
9748,vietnamese
42521,irish
42522,chinese
42523,moroccan
42525,indian
9758,filipino
42527,filipino
9764,indian
42533,vietnamese
9768,filipino
42538,moroccan
9771,indian
42540,indian
9773,indian
42546,japanese
42549,moroccan
9782,french
9792,indian
9797,moroccan
9798,vietnamese
9799,indian
42570,indian
42571,spanish
9805,korean
9807,vietnamese
9809,cajun_creole
9810,spanish
9811,indian
9816,indian
42585,moroccan
43972,irish
9825,moroccan
42599,indian
9837,moroccan
42608,indian
9847,irish
9848,mexican
42619,korean
42624,filipino
42625,irish
49429,indian
9863,filipino
9867,irish
9868,irish
42639,filipino
9872,spanish
42642,moroccan
9875,irish
9876,vietnamese
9880,indian
42650,indian
42651,mexican
9885,british
42655,korean
42657,moroccan
42662,korean
9896,korean
9897,vietnamese
42668,filipino
42669,filipino
42670,indian
42673,indian
9909,russian
9910,indian
9911,moroccan
42680,filipino
9917,indian
42686,british
9921,filipino
42693,korean
42695,filipino
9928,indian
42701,filipino
42703,filipino
9937,filipino
42706,indian
42707,irish
42710,indian
9943,indian
42713,italian
9951,indian
9961,vietnamese
42731,irish
9968,filipino
9969,filipino
9970,russian
9976,filipino
42745,moroccan
9979,vietnamese
42748,indian
9982,irish
9985,indian
42754,irish
9988,filipino
42759,filipino
9995,filipino
42765,cajun_creole
10002,filipino
42772,indian
10005,indian
10010,indian
42784,indian
10019,korean
10021,spanish
42791,korean
42792,british
10026,greek
42795,moroccan
10030,indian
42799,irish
42802,indian
42803,indian
10036,filipino
42808,indian
10048,filipino
10050,indian
10052,irish
42823,moroccan
10056,indian
10057,moroccan
42827,greek
42828,vietnamese
10066,moroccan
39907,moroccan
10068,british
10069,filipino
42838,greek
10071,indian
10072,indian
42841,irish
10077,brazilian
42846,indian
42847,irish
10080,moroccan
10084,vietnamese
42855,vietnamese
42857,indian
10093,filipino
10095,moroccan
10096,irish
10097,indian
42866,indian
10099,irish
42870,korean
42872,indian
42877,cajun_creole
10110,filipino
42882,indian
10117,filipino
10118,indian
42888,moroccan
10128,italian
42898,indian
10138,irish
42909,indian
10143,indian
10147,vietnamese
10148,filipino
10157,filipino
10158,indian
10159,indian
10162,korean
42932,thai
10166,indian
10170,indian
10171,filipino
42940,filipino
42942,filipino
10180,indian
10181,moroccan
10185,filipino
42955,indian
42956,korean
42957,filipino
10195,filipino
10196,irish
42965,indian
42969,moroccan
10202,indian
42971,spanish
10206,indian
10209,british
7163,mexican
10212,british
10213,korean
42983,korean
42985,indian
42986,filipino
42988,moroccan
10230,korean
43002,greek
43012,indian
10245,indian
16708,moroccan
43018,indian
43019,indian
10255,indian
43027,indian
10261,filipino
43031,vietnamese
43037,korean
10270,filipino
43045,filipino
10279,indian
10280,korean
10282,indian
43052,vietnamese
43054,moroccan
43057,moroccan
43063,indian
10296,chinese
10299,indian
10300,moroccan
43069,filipino
10308,vietnamese
10309,vietnamese
45409,korean
10314,indian
43084,filipino
10317,filipino
43086,indian
10319,moroccan
10321,indian
43090,filipino
43093,british
10326,vietnamese
43095,korean
10328,indian
43100,spanish
10334,irish
43106,brazilian
10340,indian
43115,indian
43121,moroccan
10358,moroccan
10361,moroccan
43132,indian
10369,indian
43142,mexican
10375,indian
43145,filipino
43147,indian
10380,moroccan
10383,korean
10388,korean
10393,indian
10396,cajun_creole
10399,chinese
10401,chinese
43172,korean
10405,mexican
10408,filipino
12349,spanish
10421,korean
10427,filipino
10429,filipino
10431,indian
10438,vietnamese
10439,korean
34508,vietnamese
43213,mexican
10446,irish
10448,indian
10451,moroccan
10457,irish
10458,indian
43229,indian
43230,filipino
10467,filipino
43237,filipino
43238,irish
10471,filipino
10474,italian
10475,moroccan
10476,filipino
10478,korean
10483,irish
10485,russian
10489,moroccan
43260,chinese
43265,italian
10499,chinese
10502,moroccan
10503,greek
10505,korean
10509,cajun_creole
10510,korean
10514,moroccan
43283,korean
43293,spanish
43296,indian
43301,filipino
10543,jamaican
10545,korean
43318,indian
43320,italian
10553,filipino
34527,moroccan
10556,moroccan
43325,indian
10560,moroccan
10562,irish
10565,filipino
10567,mexican
45452,indian
10572,indian
43341,indian
43350,indian
43351,british
43352,irish
43354,cajun_creole
43360,british
10594,japanese
10600,irish
10602,cajun_creole
10606,korean
43377,korean
10616,irish
10618,brazilian
43388,moroccan
10629,indian
10631,indian
10632,mexican
43401,indian
43403,irish
43407,spanish
10640,korean
12696,british
10646,indian
10647,thai
10649,filipino
10650,indian
43422,indian
43425,filipino
43428,vietnamese
10665,moroccan
43438,brazilian
10675,mexican
10678,korean
43452,moroccan
10685,indian
43454,cajun_creole
10691,vietnamese
43462,moroccan
43463,moroccan
10703,indian
10709,moroccan
43481,indian
43482,indian
10717,filipino
43488,indian
43491,korean
10724,moroccan
43495,moroccan
43500,filipino
10733,vietnamese
10734,indian
43503,indian
10738,moroccan
10740,irish
10743,irish
10744,chinese
43513,indian
37606,filipino
10749,indian
43518,vietnamese
43525,indian
43531,korean
43533,korean
43534,irish
10767,indian
10768,mexican
10774,filipino
43549,filipino
43553,filipino
43562,vietnamese
43563,filipino
10800,spanish
43570,vietnamese
43574,vietnamese
1801,moroccan
10810,vietnamese
43585,indian
10819,filipino
43589,indian
43592,moroccan
43594,british
10841,spanish
43610,thai
10843,filipino
43615,korean
10848,indian
43617,korean
10852,filipino
43621,vietnamese
10856,mexican
10859,indian
43628,indian
10861,filipino
10863,italian
10865,indian
10871,indian
10875,vietnamese
9091,indian
10878,indian
10879,chinese
10882,indian
43660,indian
37461,indian
10896,indian
43666,moroccan
43668,indian
43675,russian
43676,filipino
43678,spanish
10911,filipino
10922,irish
43697,french
10933,korean
10935,filipino
10939,indian
43708,british
10942,indian
10943,british
43715,korean
43716,indian
10950,british
43722,korean
10955,indian
10961,korean
10964,korean
45518,filipino
10967,korean
10968,indian
43738,filipino
43739,filipino
10974,irish
10980,russian
10983,korean
43757,filipino
43758,indian
10993,vietnamese
10994,korean
43764,vietnamese
45524,indian
11006,filipino
43778,moroccan
11011,korean
11014,moroccan
43783,spanish
11016,indian
43785,filipino
11018,korean
43787,chinese
43791,indian
43792,vietnamese
43796,indian
43807,moroccan
11040,filipino
11041,vietnamese
11045,filipino
11046,vietnamese
43815,british
11053,japanese
43822,irish
45533,filipino
11056,russian
43827,mexican
11061,moroccan
11062,filipino
43833,indian
43836,irish
11071,filipino
11072,chinese
43841,vietnamese
11076,filipino
43848,korean
11081,indian
11083,filipino
12770,italian
1848,filipino
11095,korean
11098,korean
11102,filipino
43871,indian
11104,korean
43874,filipino
43875,indian
43877,indian
43879,mexican
11112,filipino
43889,irish
11125,moroccan
11126,korean
43897,korean
11132,indian
11134,moroccan
43903,mexican
11136,spanish
43906,filipino
43908,cajun_creole
43909,indian
43910,vietnamese
43911,indian
11145,filipino
43915,chinese
43916,moroccan
11150,moroccan
11151,cajun_creole
11153,filipino
11154,vietnamese
43924,korean
11162,indian
43932,british
11165,indian
11173,indian
43947,vietnamese
11183,filipino
43956,filipino
11191,filipino
11194,filipino
11196,indian
11197,filipino
11201,moroccan
11204,italian
11208,moroccan
43979,indian
11213,indian
11215,korean
11216,moroccan
11217,korean
11218,british
43987,vietnamese
11223,mexican
43992,korean
18255,filipino
44004,indian
